리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2024-01-25,일육공,2.0,1. 업데이트 이후 투자노트 날라감. 2. 느려터짐. 3. 앱실행시 왜 비번을 입력해야하는지? 4. 숫자키패드에 잘못된 숫자 지우는 버튼이 없어서 매우 불편 5. 만들기만하고 지들은 사용안하나?,"안녕하세요.일육공 매니저입니다.
1. PASS 인증을 하는 과정에서 두 로그인 정보를 제대로 인식하지 못해서 발생한 문제입니다. etalogosgray@gmail.com으로 연락주시면 해당 문제 조속히 해결 도와드리도록 하겠습니다.
2. 해당 문제 또한 인지 중이며, 개발팀에서 1순위로 두고 수정 중입니다.
3. 앱 실행 시, 비밀번호 입력은 PASS 인증을 하셨을 경우 앱 실행 시 필요한 프로세스입니다. 일임 서비스 업데이트로 인해 PASS 인증이 필수적인 항목이 되었습니다.
4. 키패드의 X 버튼을 누르면 숫자 삭제가 가능합니다.
5. 보내주신 피드백 바탕으로 사용성 개선에 노력하겠습니다.
감사합니다."
2024-01-23,일육공,1.0,어플관리안하나요? 수익률 기록한거 복구됐으나 10월 이후 기록은 다 날라갔습니다. 수익률표시도 무슨 74.59999999999% 이렇게 나오고 또한 버벅거리는건 언제 고치나요? 이게 젤문제입니다 관리자없어요??,"안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 우선 어플이 버벅거리는 문제는 개발팀이 계속해서 수정 중에 있습니다. 조속히 해결하도록 하겠습니다. 수익률 표기법은 현재 수정이 완료되었습니다. 복구된 투자기록 이외의 투자기록은 업데이트 과정에서 누락된 것으로 판단됩니다. 번거로우시겠지만, 사용자님께서 다시 입력을 해주셔야 하는 것으로 보입니다.
어플 사용에 불편함을 드려 대단히 죄송합니다. 빠른 수정으로 사용성 개선에 노력하겠습니다. 감사합니다."
2024-01-21,일육공,3.0,"분석 내용부터 Ui까지 너무 좋은데, 개인 투자노트 입력에 문제가 있습니다. 이미 배정이 끝난 공모주인데도 '예상 배정 금액 입력' 이라고 나옵니다. 낼모레 상장인데 언제쯤 반영되련지...",안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 아직 상장이 되지 않은 종목의 투자노트는 상장일 시가가 잡히는 시점인 상장일부터 작성이 가능합니다. 감사합니다.
2024-01-18,일육공,5.0,지금까지 공모주하면서 기록했던 것들이 전부 없어졌어요 로그인도 풀려있었구요 원상복구안되나요????? 복구해주셔서 감사합니다,"안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 현재 기존 작성하셨던 투자노트는 복구처리 완료했습니다. 어플에서 기존에 작성하셨던 투자노트 내용이 여전히 보이지 않으시다면, metalogosgray@gmail.com 으로 연락주시면 추가적인 도움 드리도록하겠습니다. 감사합니다."
2024-01-15,일육공,1.0,저번 업데이트 후 어플이 느려터져서 못쓰겠습니다 이번 업뎃후에도 딱히 상태가 개선이 안됐습니다 일주일만 더 기다려보고 삭제 할까 합니다,"안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 사용 중 버벅거리는 현상은 개발팀에게 요청드렸습니다. 빠른 시일 내에 업데이트하여 해당 이슈 수정하도록 하겠습니다.

감사합니다."
2024-01-09,일육공,3.0,너무잘쓰고있었는데 업데이트이후로 여태껏 저장해뒀던 투자노트가 다초기화되어있네요 ? 그동안 저장해뒀던건 다시 볼수없나요 ?,"안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 현재 기존 작성하셨던 투자노트는 복구처리 완료했습니다. 어플에서 기존에 작성하셨던 투자노트 내용이 여전히 보이지 않으시다면, metalogosgray@gmail.com 으로 연락주시면 추가적인 도움 드리도록하겠습니다. 감사합니다."
2024-01-06,일육공,5.0,이번 업데이트하고 로그인을 다시 했는데 투자 기록이 날아가서 혹시 복구될까요?,"안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 현재 기존 작성하셨던 투자노트는 복구처리 완료했습니다. 어플에서 기존에 작성하셨던 투자노트 내용이 여전히 보이지 않으시다면, metalogosgray@gmail.com 으로 연락주시면 추가적인 도움 드리도록하겠습니다. 감사합니다."
2023-12-22,일육공,5.0,"나의 투자노트 항목에서 전체 총합 누적 수익금은 볼수있는데 연도별 전체수익금도 볼수 있으면 좋겠습니다(예: 21년 1~12월, 22년 1~12월, 23년 1~12월 각각의 전체수익금). 현재 기준으로는 연도내 월별 수익금만 조회가능합니다(예: 23년 11월, 23년 12월..)",안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 애용해주셔서 감사드립니다. 남겨주신 피드백은 개발팀에게 전달했습니다. 앞으로도 일육공 많은 사용 부탁드립니다. 감사합니다.
2023-12-13,일육공,5.0,아주 잘 사용하고 있습니다.,안녕하세요. 일육공 매니저입니다. 먼저 저희 일육공을 애용해주셔서 정말 감사드립니다. 앞으로도 다양하고 정확한 정보 전달드리겠습니다.
2023-12-05,일육공,3.0,아이폰에 설치해서 잘 사용했는데(너무 잘 사용했어요) 아이폰에 설치해서 너무잘 사용했는데 한 한달전부터인가 앱을 클릭하면 들어가지지를 않아요.다시 삭제했다가 설치해도 똑같은데 왜그럴까요? 정말 잘 사용하고 있었는데 너무 답답합니다. 왜그럴까요? 답변부탁드립니다.,"안녕하세요. 일육공 매니저입니다. 저희 일육공을 사용에 불편을 드려 대단히 죄송합니다. 현재 ios 앱스토어 정책 상, ios 17버전으로 업그레이드를 하셔야 사용이 가능합니다. 번거로우시겠지만 [설정] &gt; [일반] &gt; [소프트웨어 업데이트] 에서 17버전으로 업데이트 부탁 드리겠습니다. 감사합니다."
2023-11-20,일육공,4.0,나의 투자노트에서 공모주 수익을 기록중입니다. 최근상장한 에코프로머티리얼즈는 배정주식 계산해보기 메뉴에서 청약후 수익을 기록하는 메뉴가 나오질 않습니다. 확인 부탁드립니다.,안녕하세요. 일육공 매니저입니다. 저희 일육공을 이용해주셔서 감사합니다. 11월 21일부로 에코프로머티리얼즈 투자노트 작성이 가능하도록 수정하였습니다. 앞으로 더욱 발전하는 일육공이 되도록 노력하겠습니다. 감사합니다.
2023-11-20,일육공,3.0,에코프로머티리얼즈 상장된지 며칠이 지나도록 배정주식 확인하기에서 투자기록하기로 넘어가지 않고 멈춰 있네요,안녕하세요. 일육공 매니저입니다. 저희 일육공을 이용해주셔서 감사합니다. 11월 21일부로 에코프로머티리얼즈 투자노트 작성이 가능하도록 수정하였습니다. 앞으로 더욱 발전하는 일육공이 되도록 노력하겠습니다. 감사합니다.
2023-10-14,일육공,3.0,어플상에 고객지원센터 생겼으면 합니다. 1. 공모주 옆에 주관사도 표시 2. 환불일도 일정표에 포함 되었으면 합니다.,안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 이용해주셔서 감사합니다. 말씀해주신 주관사와 환불일은 공모주 종목 정보에 들어가면 확인 할 수 있습니다. 일정 메뉴에서도 확인 할 수 있도록 개발팀에 전달하도록 하겠습니다. 또한 고객지원센터의 경우도 유관 부서와 협의 후 반영하도록 노력하겠습니다. 앞으로도 저희 일육공 많은 이용 부탁드립니다. 감사합니다.
2023-09-14,일육공,3.0,인스웨이브시스템즈 기관수요예측이 672대1인데 1872대1로 잘못 나오네요. 기존에도 계속 정보 오류가 있었습니다.,"안녕하세요. 일육공 매너저입니다. 저희 일육공을 애용해주셔서 감사합니다.

제도 변경으로 기관수요예측 부분에서 일육공에서 제공하고 있는 경쟁률의 산출 방식이 변경되었습니다. 금융투자협회 『증권 인수업무 등에 관한 규정』 제5조의3의 규정에 따르면 기업공개를 위한 수요예측 등에 참여하는 기관투자자는 주관회사에 제출한 참여금액이 주금납입능력을 초과하지 못하도록 하고 있습니다. 이에 따라 일육공에서 제공하고 있는 경쟁률 산출 방식이 '(기관 참여 물량)/(기관 배정 물량)'에서 '(참여기관 수)'에 근거한 데이터로 변경되었습니다.

추후 업데이트를 통해 다양한 정보를 모두 제공할 수 있도록 노력하겠습니다. 감사합니다."
2023-08-24,일육공,5.0,편리하고 정확한 증권소식,안녕하세요. 일육공 매니저입니다. 저희 일육공을 애용해주셔서 정말 감사합니다. 계속해서 정확한 정보를 한눈에 파악할 수 있는 서비스를 제공하도록 노력하겠습니다. 이번 버전에서는 유저분들의 의견을 듣고 편의성 개편을 진행했습니다. 앞으로도 편의성 개편과 새로운 컨텐츠를 업데이트 할 예정이니 일육공 많은 이용 부탁드립니다. 감사합니다.
2023-08-20,일육공,5.0,핸드폰침입금지,안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 사용해주셔서 감사드립니다. 저희 일육공은 유저분들의 목소리를 항상 열린 귀로 듣고 있습니다. 사용하시면서 불편하셨던 점이나 추가적으로 있으면 좋겠다고 생각하시는 기능 등의 피드백을 말씀해주시면 빠른 시일내로 반영하도록 하겠습니다.
2023-08-16,일육공,5.0,인터페이스가 눈에 편하고 다른 공모주 어플에비해 가독성이 좋습니다 추가로 상장일 최고가금액에 대한 정보도 넣어주시면 좋을거 같습니다 공모주청약은 종가보다는 시초가와 최고가가 제일 궁금하거든요ㅎ 그리고 유통가능금액도 중요한 정보인데 다른 어플에서도 제공하지 않네요 의무보유확약 경쟁률 보다는 의무보유확약 비율로 표기되는게 직관적으로 보입니다,안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 사용해주셔서 정말 감사합니다. 의무보유확약 비율은 해당 공모주의 [공모주 정보]에서 확인이 가능하십니다. 또한 상장 당일 공모주 투자자를 제외한 유통가능 금액은 해당 공모주의 최하단에 위치한 대화 형식의 컨텐츠에서 확인 가능하십니다. 상장일 최고가 및 전체 유통가능 금액은 개발팀으로 피드백 전달하고 반영 가능하도록 노력하겠습니다. 일육공을 애용해주셔서 다시 한번 감사드립니다.
2023-07-26,일육공,5.0,정말 좋은 어플인데 업데이트 할 때마다 정상적인 루트로 업데이트가 안 되네요 어플 내에서 업데이트를 하라고 하는 버튼을 누르면 플레이 스토어로 연결이 안 되고 새로운 창이 뜨면서 업데이트를 하라고 하는데 여기서 업데이트를 눌러도 업데이트가 되지 않습니다 또한 이번 업데이트 같은 경우 플레이 스토어에서 업데이트를 누른 후 실행하니까 정상 작동이 하지 않아서 삭제 후 다시 다운로드를 하니 정상 작동하였습니다 이 부분만 해결된다면 정말 완벽한 어플이 될 것 같습니다,안녕하세요. 일육공 매니저입니다. 우선 사용에 불편을 드려 죄송합니다. 상세하게 오류를 설명해주셔서 빠른 시일내로 해당 오류 개선이 가능할 것 같습니다. 보내주신 피드백을 바탕을 더욱 양질의 서비스를 제공하는 일육공이 되도록 노력하겠습니다.
2023-07-26,일육공,1.0,업데이트하고 나서 계속 오류...,안녕하세요. 일육공 매니저입니다. 업데이트 이후 생기는 오류에 대해서 현재 수정 중입니다. 빠른 시일내로 수정 완료하도록 노력하겠습니다. 사용에 불편을 드려 죄송합니다. 우선 삭제 후 재설치를 권장 드리며 그럼에도 동일한 문제가 발생할 경우 metalogosgrey@gmail.com으로 연락 부탁드립니다.
2023-07-26,일육공,1.0,갑자기 업뎃하라며 이 폰에서 설치가 안됨. 갤s20,"안녕하세요. 일육공 매니저입니다. 해당 오류 현재 수정 중이며, 빠른 시일내로 정정하도록 하겠습니다. 사용에 불편을 드려서 죄송합니다. 우선 어플 삭제 후 재설치를 권장 드리며 그럼에도 동일한 문제가 발생할 경우 metalogosgrey@gmail.com으로 연락 부탁드립니다."
2023-07-22,일육공,5.0,좋은 어플 만들어 주셔서 너무 감사합니다 ^^,안녕하세요. 일육공 매니저입니다. 저희 일육공을 애용해주셔서 정말 감사합니다! 앞으로도 양질의 서비스를 제공하도록 노력하겠습니다. 소중한 리뷰 감사합니다.
2023-07-20,일육공,5.0,"주식공모주청약 최고어플 너무좋은어플이라 건의하자면, 증권투자기관이 많잖아용. 그래서 가끔 투자 못하는 공모주도 있는데 투자은행 선택해서 확인할수잇는 기능잇으면 좋겠어요. 그리고 캡쳐같은걸로 공모주 이득 실인증해서 공모주 이득 랭킹같은것도 잇으면 재밌고 좋을거같애요~ 다른 사용자들처럼 저도 매력지수 잇어서 너무 좋고 편합니다 개발자님 감사합니다.",안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 애용해주셔서 정말 감사합니다. 소중한 의견 감사드리며 다음 번 업데이트에 반영해보도록 노력해보겠습니다. 앞으로도 더 나은 서비스 제공을 약속 드리니 일육공 계속 애용해주시길 바랍니다.
2023-07-15,일육공,5.0,첨에 약간 정보가 틀린게 있어서 약간 아쉬웠는데 빠른 피드백과 수정 감사합니다. 메인으로 아주 잘 사용하고 있습니다. 어플에서 공모주 IR북만 다운 받을수 있음 더 좋을거 같습니다. 추천합니다,"안녕하세요. 일육공 매니저입니다. 소중한 피드백 감사드립니다.
1) 알멕의 경우 2023년 6월 30일 상장인 것을 확인했습니다.
2) 시큐센의 경우에는 사용자님께서 말씀해주신대로 최소청약 주수 50주, 최소 청약증거금 75,000원으로 수정 완료했습니다.
앞으로는 정확한 정보를 제공해 드릴것을 약속드리며, 다시 한번 소중한 피드백 감사드립니다."
2023-07-02,일육공,4.0,업데이트가 진행되지 않음.,"안녕하세요. 일육공 매니저입니다. 업데이트가 진행되지 않을 경우 아래와 같이 해결이 가능합니다.

1. 구글 플레이스토어 데이터 및 캐시 삭제
-설정 클릭 &gt; 애플리케이션 클릭 &gt; Google Play 스토어 클릭 &gt; 저장공간 클릭 &gt; 데이터 삭제와 캐시삭제 클릭

2. 구글 클래이스토어 앱 사용 중지 후 재실행
-설정 클릭 &gt; 애플리케이션 클릭 &gt; Google Play 스토어 클릭 &gt; 사용 중지 클릭 &gt; 앱 사용 중지 클릭 &gt; 켜기 버튼 활성화되면 켜기 버튼 클릭

3. 구글 플레이 서비스 캐시 삭제
-설정 클릭 &gt; 애플리케이션 클릭 &gt; Google Play 서비스 클릭 &gt; 저장공간 클릭 &gt; 캐시 삭제 클릭
"
2023-06-10,일육공,5.0,일육공덕분에 투자실적이 좋습니다. 덕분에 공모주 투자로 많은 수익을 올리고 있습니다. 다른 분 들도 저처럼 앱을 깔고 좋은 투자결과 얻으시길 바랍니다.,안녕하세요. 일육공 매니저입니다. 저희 일육공을 통해 좋은 투자 성과를 거두시고 있으셔서 정말 축하드립니다! 청약하기에 앞서 미리 [배정주식 수 계산기] 기능을 통해 더 섬세한 투자도 가능하므로 사용해보시는 것을 추천드립니다. 앞으로도 일육공을 통해 성공적인 투자하시길 기원합니다. 소중한 리뷰 감사드립니다!
2023-06-10,일육공,5.0,공모주 처음하는데 앱이 좋아서 그냥 봐도 재미있네요. 대만족 중이에요,안녕하세요. 일육공 매니저입니다. 저희 일육공에서는 실시간 청약 경쟁률과 더불어 매력지수도 함께 제공해드리고 있습니다. 또한 앞으로도 양질의 서비스를 제공할 예정이니 많은 사용 부탁드립니다. 감사합니다.
2023-06-09,일육공,5.0,공모주라는 것을 알게되어 사용하게 되었습니다. 처음 투자함에도 매력지수라는 앱자체의 점수를 통해 그 공모주가 얼마나 좋은지 알 수 있어서 종목을 선택하는데 도움이 많이되고 매력지수가 높은 종목을 따라서 투자를 하면서 수익을 많이 보게 되었습니다. 또한 푸시를 통해 놓치고 있는 공모주 정보도 알 수 있어서 아주 좋은 공모주 앱입니다.,안녕하세요. 일육공 매니저입니다. 저희 일육공을 사용해주셔서 정말 감사합니다. [투자노트] 기능을 통해서 투자한 내역들을 한번에 정리해서 볼 수 있으니 [투자노트] 기능도 한번 사용해보시는걸 추천드립니다. 앞을 더욱 다양하고 정확한 서비스를 제공할 예정이니 애용 부탁드립니다! 소중한 리뷰 감사합니다.
2023-02-10,일육공,5.0,공모주 알아보고 있었는데 써보니까 너무 좋아요 !~~~,"안녕하세요. 일육공 매니저입니다. 저희 일육공은 공모주에 대한 정보를 한 눈에 볼 수 있게 도와드리고 있습니다. 배정수량 계산하기, 투자노트 작성하기 등 다양한 기능도 제공하고 있으니 한번 사용해 보세요! 앞으로도 더욱 발전하는 일육공이 되겠습니다. 감사합니다!"
2022-09-29,일육공,1.0,라이언 자산운용 일육공 서비스 변경안내 이메일이 1분에 몇개씩 개속 오네요 ㅡㅡ 자동 발송되게 한 것 같은데 스팸처럼 이게 뭔가요 불안해서 쓸 수 있을지 모르겠네요,안녕하세요. 일육공 매니저입니다. 이메일 발송 과정에서 오류가 발생하여 불편을 드리게되었습니다. 불편을 드려 죄송합니다. 앞으로 더욱 양질의 서비스를 제공하는 일육공이 되겠습니다. 다른 불편하셨던 부분이나 개선해야 할 사항들도 말씀해주시면 빠른 시일 내에 반영하도록 하겠습니다. 감사합니다.
2022-08-30,일육공,5.0,실시간 경쟁률도 확인할수 있어서 매우 편리합니다 전체 일정관리도 좋고 공모주 현안 체크에 매우 도움이 됩니다,"안녕하세요. 일육공 매니저입니다. 저희 일육공 앱에서는 상장일정을 비롯하여 실시간경쟁률, 청약증거금 등 공모주에 대한 종합적인 정보를 한 번에 확인하실 수 있기 때문에, 투자하실 때에 여기저기 정보를 찾으러 다닐 필요가 없습니다! 더욱 쉽고 직관적인 서비스가 될 수 있도록 더욱 개선하도록 하겠습니다~ 감사합니다. :)"
2022-08-26,일육공,5.0,심플하고 편리한 기능으로 계속 사용하고 있습니다. 감사합니다.,안녕하세요. 일육공 매니저입니다. 일육공은 단순하면서도 직관적이고 쉬운 서비스가 되고자 합니다! 꾸준히 디자인을 개선하고 사용하시기 편하도록 기능을 구성하도록 하겠습니다. ^^ 불편한 점이나 개선했으면 좋은 점을 알려주시면 더 좋은 서비스를 만들어가는 데에 많은 도움이 됩니다! 앞으로도 일육공 많은 이용 부탁드립니다~
2022-08-26,일육공,5.0,달력으로 표시도 되고 디자인도 깔끔해서 사용하기 좋으네요,안녕하세요. 일육공 매니저입니다. 일육공은 단순하면서도 직관적이고 쉬운 서비스가 되고자 합니다! 꾸준히 디자인을 개선하고 사용하시기 편하도록 기능을 구성하도록 하겠습니다. ^^ 불편한 점이나 개선했으면 좋은 점을 알려주시면 더 좋은 서비스를 만들어가는 데에 많은 도움이 됩니다! 앞으로도 일육공 많은 이용 부탁드립니다~
2022-08-24,일육공,5.0,이번 기회에 공모주투자도 해봐야겠어요. 달력으로 일정확인이 잘되어있네요,안녕하세요. 일육공 매니저입니다. 공모주투자는 알고 보면 쉬우면서도 훌륭한 수익을 올릴 수 있는 투자입니다! 저희 일육공을 활용하셔서 공모주투자를 해보시길 적극 추천드립니다!! 달력에 해당 월의 여러 종목들에 대한 공모일정을 보여드리고 있고 홈화면에서는 당일의 일정을 알려드리고 있으니 참고하시면 좋을 것 같습니다. 더욱 좋은 서비스가 되도록 노력하겠습니다. 투자 건승하시길 기원합니다~
2022-08-24,일육공,5.0,심플이즈베스트!! 깔끔해서 가독성 좋고 편리해요~,안녕하세요. 일육공 매니저입니다. 일육공은 단순하면서도 직관적이고 쉬운 서비스가 되고자 합니다! 꾸준히 디자인을 개선하고 사용하시기 편하도록 기능을 구성하도록 하겠습니다. ^^ 불편한 점이나 개선했으면 좋은 점을 알려주시면 더 좋은 서비스를 만들어가는 데에 많은 도움이 됩니다! 앞으로도 일육공 많은 이용 부탁드립니다~
2022-08-24,일육공,5.0,IPO 관련 정보가 한 눈에 들어오도록 구성이 잘 되어 있네요. IPO 흥행 관련 추천도 해주어서 투자할 때 참고가 많이 되는 듯.,"안녕하세요. 일육공 매니저입니다. 저희 일육공 앱에서는 상장일정을 비롯하여 청약증거금 등 공모주에 대한 종합적인 정보를 한 번에 확인하실 수가 있습니다. 무료 투자자문계약을 하시면 해당 종목의 투자에 도움이 될 수 있도록 투자매력도를 점수화하여 추천 여부를 알려드리고, 정성적인 분석도 제공해드리고 있으니 앞으로도 많은 이용 부탁드립니다~! ^^"
2022-08-23,일육공,5.0,상장 일정을 모두 볼수 있어 편리합니다~ 점수로 종목판단을 할수 있는것도 좋습니다,"안녕하세요. 일육공 매니저입니다. 저희 일육공 서비스는 일반종목의 상장일정을 비롯하여 스팩, 리츠의 상장일정까지 한 번에 확인하실 수가 있습니다. 무료 투자자문계약을 하시면 해당 종목의 투자에 도움이 될 수 있도록 투자매력도를 점수화하여 추천 여부를 알려드리고, 정성적인 분석도 제공해드리고 있으니 앞으로도 많은 이용 부탁드립니다~! ^^"
2022-08-22,일육공,5.0,자문점수가 잘 나와서 점수만 보고 따라가면 되서 쉽습니다,안녕하세요. 일육공 매니저입니다. 저희 일육공 서비스는 투자자분들의 고민을 덜어드릴 수 있도록 무료 투자자문계약을 체결하신 분들에게 매력지수를 제공하고 있습니다. 투자자분들의 수익에 도움이 될 수 있도록 더욱 서비스 고도화에 힘쓰도록 하겠습니다!
2022-07-15,일육공,3.0,공모주 관련 기능이 괜찮아 보여 설치하고 카카오톡 시작하기 누르고 동의하고 시작하기 눌렀는데 더이상 진행이 안되네여. ㅠ.ㅠ 확인해 보고 개선이 필요한 듯하네여. 앱 평가글을 몇 시간 전에도 올렸는데 지웠네여. 그럴거면 왜 평가글을 남기라고 하는건지...,"안녕하세요. 일육공 매니저입니다.
구글플레이의 댓글은 저희가 지울 수 없도록 되어있습니다. (댓글이 지워진 이유는 저희도 알 수가 없네요..ㅠㅠ)
카카오톡 가입이 잘 되지 않는 버그는 수정하여 업데이트 하였으니 기회가 되시면 재 설치 내지 업데이트 하여 사용해주시면 정상적으로 이용 가능하십니다!"
2025-06-04,공모주알리미,1.0,2025.6.24~25일 청약인 기업을 4~5일 청약으로 알려주는 등의 오정보가 하나 둘이 아님. 아니 이건 안되지...,"안녕하세요, 먼저 저희 앱을 이용해주셔서 진심으로 감사드립니다. 불편을 겪게 해드려 정말 죄송합니다. 저희는 사용자들의 편의를 최우선으로 생각하며, 말씀하신 사항은 해당 팀 내로 전달 드려 해결 할 수 있도록 노력하겠습니다. 앞으로 더 나은 앱 이용 경험을 제공하기 위해 사용자들의 의견을 소중히 받아들이며, 앱 이용 환경을 개선하기 위해 지속적으로 노력하겠습니다. 감사합니다.
"
2025-03-20,공모주알리미,5.0,청약공모주 알아보는데 정보가 많다보니 비교해본다고 네이버에서 매번 검색하고 했는데 이앱다운받고 너무 편하고 좋네요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-19,공모주알리미,5.0,청약저축과 비슷한 것 같았는데 꽤 많이 나와있어 잘 알아볼 수가 있었고 이 앱을 이용할 수 있었습니다.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-13,공모주알리미,5.0,신규상장 종목과 일정 공모주에 대한 여러가지 정보가 많이 있어서 관심 있는 분들은 도움이 많이 됩니다,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-13,공모주알리미,5.0,공모주 청약에 대해 정보가 필요했는데 이 어플 통해서 많은걸 알게되어 부담없이 해볼 수 있어 좋습니다,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-11,공모주알리미,5.0,"공모주 알리미 어플을 통해서 청약, IPO 등 많은 정보를 얻을 수 있어서 편리하고 유익했다","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-11,공모주알리미,5.0,"공모주 알리미 앱은 최신 공모주 일정과 관련 정보를 실시간으로 제공하므로, 공모주가 언제 출시되는지 놓치지 않고 바로 알 수 있습니다. 원하는 공모주에 대한 알림을 설정할 수 있어, 공모주 청약 일정, 청약 결과 등을 자동으로 알림으로 받을 수 있습니다. 이를 통해 중요한 정보를 빠르게 확인할 수 있습니다","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-10,공모주알리미,5.0,"공모주 청약 일정과 IPO 정보를 한눈에 확인할 수 있어 유용하며, 경쟁률 분석까지 제공해 투자 계획을 세우는 데 도움이 됩니다.","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-09,공모주알리미,5.0,공모주 청약이 처음이라 막막했었는데 이 어플 덕분에 많은 정보를 얻을 수 있었네요. 추천합니다.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-08,공모주알리미,5.0,"공린이도 도전! 공모주 청약에 대해서 자세하게 설명되어 있어요. 공모주정보, 일정, 원하는 종목 체크도 가능해요","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-08,공모주알리미,5.0,"주식투자는.요즘.대부분 사람들이 하고 있는데요, 중요한게 공모주를 언제 하냐는 부분인데요, 여기 공모주 관련 알리미 소식시 있어 소개해 드립니다.간단하게 개인정보 입력으로 확인이 가능해요. 적극 추천 드립니다!!!","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-03-08,공모주알리미,5.0,실시간으로 공모주등 정보를 신속하게 알수있어 너무좋은 어플인것같습니다 이용편의도 간단해서 추천합니다.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-07,공모주알리미,5.0,말로만 듣고 전혀모르던 공모주 청약에 대해 관심이가서 이앱으로 이것저것 배우고 필요한 정보들 잘받아보고있습니다!,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
